,사용자발화,엔진결과_module,엔진결과_intent_id,엔진결과_intent_title,엔진결과_confidence
2347,어떤 일,DialogAdapter,IT-0179,도움말 요청,0.9999999999999998
2348,어떤 일을 할 수 있어,DialogAdapter,IT-0179,도움말 요청,0.9999999999999998
2349,어떤 일을 할 수 있어,DialogAdapter,IT-0179,도움말 요청,0.9999999999999998
2350,안심 보슨 어떤 일을 할 수 있어,DialogAdapter,IT-0179,도움말 요청,0.7071067811865475
2351,안심 보슨 어떤 일을 할 수 있어,DialogAdapter,IT-0179,도움말 요청,0.7071067811865475
2352,안 심봇 너는 어떤 일을 할 수 있어,DialogAdapter,IT-0179,도움말 요청,0.816496580927726
2353,안전신고 본 너는 누구야,DailyDialogAdapter,IT1603676784264001,이름,1.0000000000000002
2354,안전신고 너는 누구야?,DialogAdapter,IT1607320056137001,안전 신고 유형 안내,0.7071067811865475
2355,한심못 너는 누구야?,DailyDialogAdapter,IT1603676784264001,이름,0.7745966692414834
2356,안전신문고 챗봇 너는 누구야?,DOUB API,IT-0018,환영인사,1.0
2357,안신봇? 너는 누구야?,DialogAdapter,IT-0018,환영인사,1.0
2358,너는 누구야,DailyDialogAdapter,IT1603676784264001,이름,1.0000000000000002
2359,안전신고 본 너는 누구야,DailyDialogAdapter,IT1603676784264001,이름,1.0000000000000002
2360,안 신본 너는 누구야,DialogAdapter,IT-0018,환영인사,0.6123724356957946
2361,안 심봇 너 이름을 써 봐,DailyDialogAdapter,IT1603676784264001,이름,0.9999999999999997
2362,안심 봇 언제 태어났어,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2363,안 심봇 너는 어떤 일을 해,DialogAdapter,IT-0179,도움말 요청,0.816496580927726
2364,뭐해,DialogAdapter,IT-0179,도움말 요청,1.0
2365,뭘 할 줄 알아,DialogAdapter,IT-0179,도움말 요청,0.91
2366,어떤 일을 할 수 있어,DialogAdapter,IT-0179,도움말 요청,0.9999999999999998
2367,안전 신고 도우미 너는 어떤 일을 할 수 있어,DialogAdapter,IT-0179,도움말 요청,0.97
2368,안전신고 와 안전신문고 차이점,DialogAdapter,IT-0023,안전신문고 소개,1.0
2369,안전신문고 와 국민신문고 차이점이 뭐야,DialogAdapter,IT-0023,안전신문고 소개,1.0
2370,국민 신문고는 뭐야,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2371,국민신문고 홈페이지를 알려 줘,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2372,안신아,DialogAdapter,IT-0018,환영인사,0.9999999999999998
2373,안심,DialogAdapter,IT1607322805559001,"출입자 관리 위반, 마스크 미착용 신고 안내",0.7071067811865475
2374,안신아,DialogAdapter,IT-0018,환영인사,0.9999999999999998
2375,안시나,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2376,안쉬나,DialogAdapter,IT1620290343011001,긴급 신고,0.816496580927726
2377,안심아,DialogAdapter,IT-0018,환영인사,0.7071067811865475
2378,안심이야,DialogAdapter,IT1607322805559001,"출입자 관리 위반, 마스크 미착용 신고 안내",0.7071067811865475
2379,태풍 피해를 입으면 어디로 연락해,DOUB API,IT-0036,태풍 호우 국민안전행동요령,1.0
2380,안전모니터봉사단에 가입하고 싶어,DialogAdapter,IT1634696939395001,안전모니터봉사단,1.0
2381,단체에 가입하고 싶어,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2382,안전신문고 활동 단체를 알고 싶어,DialogAdapter,IT1634696939395001,안전모니터봉사단,1.0
2383,오늘 날씨를 알려 줘,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2384,안심이,DialogAdapter,IT1607322805559001,"출입자 관리 위반, 마스크 미착용 신고 안내",0.7071067811865475
2385,오구글 버튼 숨김 테스트,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2386,안심아,DialogAdapter,IT-0018,환영인사,0.7071067811865475
2387,오늘 어땠어요?,DailyDialogAdapter,IT1603705381348001,안부,1.0000000000000002
2388,오늘어떠셨어요,DailyDialogAdapter,IT1603705381348001,안부,1.0000000000000002
2389,반가워,DialogAdapter,IT-0018,환영인사,1.0
2390,너라,DialogAdapter,IT-0018,환영인사,0.7071067811865475
2391,번개가 뭐 저렇게 크게 치냐 다 터지겄네 아주,DOUB API,IT-0037,낙뢰 국민안전행동요령,1.0
2392,천둥이 치네,DialogAdapter,IT-0037,낙뢰 국민안전행동요령,1.0
2393,번개가 뭐 저렇게 크게 치냐,DOUB API,IT-0037,낙뢰 국민안전행동요령,1.0
2394,물 이용,DialogAdapter,IT-0051,식용수 오염 국민안전행동요령,1.0
2395,물이용,DialogAdapter,IT-0051,식용수 오염 국민안전행동요령,1.0
2396,산재,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2397,인천,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2398,한국,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2399,적절했어요,DialogAdapter,IT1632897711145001,네,1.0
2400,적절  했었요,DialogAdapter,IT1632897711145001,네,1.0
2401,번개가 뭐 저렇게 크게 치냐,DOUB API,IT-0037,낙뢰 국민안전행동요령,1.0
2402,반가워,DialogAdapter,IT-0018,환영인사,1.0
2403,eefefefefef,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2404,유증상자,DialogAdapter,IT1615447411189001,코로나 유증상자 유의사항,1.0
2405,유증 상자,DialogAdapter,IT1615447411189001,코로나 유증상자 유의사항,1.0
2406,인천 신문고에서 가스 누출 대피요령 알려줘,DOUB API,IT-0137,비상대비 국민안전행동요령,1.0
2407,가스 누출 대피요령 알려줘,DialogAdapter,IT1607320217567001,대기·수질오염 신고 안내,0.7071067811865475
2408,가스 누출 대피요령,DialogAdapter,IT1607320217567001,대기·수질오염 신고 안내,0.7071067811865475
2409,가스 누출 대피 요령,DialogAdapter,IT1607320217567001,대기·수질오염 신고 안내,0.7071067811865475
2410,가스 누출,DialogAdapter,IT1607320217567001,대기·수질오염 신고 안내,0.9999999999999998
2411,가스 안전 국민안전행동요령,DialogAdapter,IT-0130,가스 안전 국민안전행동요령,0.91
2412,인천 신문고에서 가스 누출 대피요령 알려줘,DOUB API,IT-0137,비상대비 국민안전행동요령,1.0
2413,한 파시 어떻게 해야 돼,DialogAdapter,IT-0041,한파 국민안전행동요령,0.9999999999999998
2414,오늘 날씨를 알려 줘,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2415,오늘 날씨를 알려줘,DailyDialogAdapter,IT1618298298301001,날씨,1.0000000000000002
2416,오늘 날씨가 어때요,DailyDialogAdapter,IT1618298298301001,날씨,0.8728715609439696
2417,오늘날씨가 어때요,DailyDialogAdapter,IT1618298298301001,날씨,0.8728715609439696
2418,오늘 날씨를 알려 줘,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2419,너 이름을 써봐,DailyDialogAdapter,IT1603676784264001,이름,1.0
2420,너 이름을 써봐,DailyDialogAdapter,IT1603676784264001,이름,1.0
2421,켜줘,DialogAdapter,IT1624933997476001,앱 웹 실행,0.816496580927726
2422,반갑구만 반가워요,DialogAdapter,IT-0018,환영인사,0.7071067811865475
2423,반갑다,DialogAdapter,IT-0018,환영인사,1.0
2424,반가워,DialogAdapter,IT-0018,환영인사,1.0
2425,가스 노출시,DialogAdapter,IT-0135,가스 누출 시,1.0
2426,위치 지정,DialogAdapter,IT-0160,GPS 작동 오류,0.816496580927726
2427,gps,DialogAdapter,IT-0160,GPS 작동 오류,1.0
2428,GPS 작동 오류,DialogAdapter,IT-0160,GPS 작동 오류,1.0
2429,gps,DialogAdapter,IT-0160,GPS 작동 오류,1.0
2430,그만하자,DialogAdapter,IT-0019,종료인사,1.0
2431,재난대비 응급약품·비상식량 안내,DialogAdapter,IT-0140,재난 대비 식품 의약품,0.97
2432,한파시 행동 유령 보기,DOUB API,IT-0041,한파 국민안전행동요령,1.0
2433,재난 대뷔 응급약품 비상식량 안내,DialogAdapter,IT-0140,재난 대비 식품 의약품,0.93
2434,재난대비 응급약품 비상식량 안내,DialogAdapter,IT-0140,재난 대비 식품 의약품,1.0
2435,한 파시 행동 유령 보기,DialogAdapter,IT-0041,한파 국민안전행동요령,0.75
2436,무단이탈,DialogAdapter,IT1607321129407001,자가격리 무단이탈 신고 안내,1.0
2437,자가 경리 무단이탈 신고,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2438,자가 격리 무단이탈 신고,DialogAdapter,IT1607321129407001,자가격리 무단이탈 신고 안내,1.0
2439,자가 경리 무단이탈 신고 안 내보기,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2440,건설 현장 안전 미준수 신고내용 작성요령,DialogAdapter,IT1607320176518001,"건설, (해체)공사장 위험 신고내용 작성요령",0.94
2441,건설 현장 안내 미준 수신 고내용 작성법,DialogAdapter,IT1607320176518001,"건설, (해체)공사장 위험 신고내용 작성요령",1.0
2442,폭염정보 알고싶어요,DialogAdapter,IT-0038,폭염 국민안전행동요령,1.0
2443,오늘날씨가 어때요,DailyDialogAdapter,IT1618298298301001,날씨,0.8728715609439696
2444,스마트 국민제보 앱,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2445,Ga Ga Ga Ga Ga,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2446,비오면 어떻게 해,DialogAdapter,IT-0036,태풍 호우 국민안전행동요령,1.0
2447,신고 방법 안내 해 줘,DialogAdapter,IT1620715040970001,비긴급 신고,0.6666666666666669
2448,아뇨,DialogAdapter,IT1632897711145001,네,1.0
2449,네,DialogAdapter,IT1632897711145001,네,1.0
2450,폭염 정보 알고싶어요,DialogAdapter,IT-0038,폭염 국민안전행동요령,1.0
2451,안전 신고 도우미 너는 어떤 일을 할 수 있어,DialogAdapter,IT-0179,도움말 요청,0.97
2452,소화전,DialogAdapter,IT-0089,소화전 사용법 국민안전행동요령,1.0
2453,소화전 신곡법 안내해,DialogAdapter,IT-0089,소화전 사용법 국민안전행동요령,0.6666666666666669
2454,다른 사람이 내 핸드폰 번호를 도용했어,DialogAdapter,IT1620715040970001,비긴급 신고,1.0
2455,누가 쓰레기를 무단으로 버렸습니다 누가 쓰레기를 무단으로 버렸습니다 누가 쓰레기를 무단으로 버렸습니다 누가 쓰레기를 무단으로 버렸습니다,DialogAdapter,IT1607320222804001,쓰레기·폐기물·유독물 신고 안내,0.9999999999999998
2456,누가 쓰레기를 무단으로 버렸습니다,DialogAdapter,IT1607320222804001,쓰레기·폐기물·유독물 신고 안내,1.0
2457,뱀에 물렸을 때 대처법 보기 명령어 발화 시,DialogAdapter,IT-0085,응급처치 국민안전행동요령,0.7559289460184544
2458,aewfawefaewf,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2459,야 인마,DailyDialogAdapter,IT1603702599256001,대답,0.9999999999999998
2460,내가 신고한 내용을 보여 줘,DOUB API,IT-0152,신고 내역 조회,1.0
2461,조치 결과를 말해 줘,DialogAdapter,IT-0152,신고 내역 조회,1.0
2462,조치 결과 어떻게 알려 줘,DialogAdapter,IT-0152,신고 내역 조회,0.816496580927726
2463,안녕하셍,DialogAdapter,IT-0018,환영인사,1.0
2464,밖에 번개 엄청 심하게 쳤나봐,DOUB API,IT-0037,낙뢰 국민안전행동요령,1.0
2465,뱀에 물렸을 때 대처법 보기 명령어 발화 시,DialogAdapter,IT-0085,응급처치 국민안전행동요령,0.7559289460184544
2466,동바리 안전,DialogAdapter,IT1607320172233001,"건설, (해체)공사장 위험",1.0
2467,테스트,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2468,밖에 번개 엄청 심하게 쳤나봐,DOUB API,IT-0037,낙뢰 국민안전행동요령,1.0
2469,조치 결과를 말해 줘,DialogAdapter,IT-0152,신고 내역 조회,1.0
2470,집단면역,DialogAdapter,IT-0225,코로나 뉴스 안내,1.0
2471,공사장 크레인,DialogAdapter,IT1607320172233001,"건설, (해체)공사장 위험",1.0
2472,집단면역은 언제 가능 한가요?,DialogAdapter,IT-0225,코로나 뉴스 안내,0.96
2473,마이크 누르고 집단 면역은 언제 가능한가요 아 누르고 하라고 요 옆에 괜찮아,DialogAdapter,IT-0225,코로나 뉴스 안내,0.6546536707079772
2474,내 주변 안전한 물놀이 시설 알려줘,DOUB API,IT-0104,물놀이 안전 국민안전행동요령,1.0
2475,오늘 세종시 폭염 주의보 내렸나요,DOUB API,IT-0038,폭염 국민안전행동요령,1.0
2476,세종시 폭염 되네,DOUB API,IT-0038,폭염 국민안전행동요령,1.0
2477,폭염에대해서말해줘,DOUB API,IT-0038,폭염 국민안전행동요령,1.0
2478,폭염에 대해서 말해 줘,DOUB API,IT-0038,폭염 국민안전행동요령,1.0
2479,폭염으로 쓰러졌어요,DOUB API,IT-0038,폭염 국민안전행동요령,1.0
2480,세종시 날씨 폭염,DOUB API,IT-0038,폭염 국민안전행동요령,1.0
2481,낙상,DialogAdapter,IT-0118,가정에서 어린이 안전,1.0
2482,조치 결과를 말해 줘,DialogAdapter,IT-0152,신고 내역 조회,1.0
2483,건물 해체 공사,DialogAdapter,IT1607320172233001,"건설, (해체)공사장 위험",1.0
2484,조치 후 사진을 의무화해서 실제 조치 결과를 알 수 있게 해야 합니다,DOUB API,IT-0152,신고 내역 조회,1.0
2485,신고시스템 개선,DialogAdapter,IT1620799745019001,응답 불만족,1.0
2486,안전 신문 고모야,DialogAdapter,IT-0023,안전신문고 소개,1.0
2487,안전 신문 꺼,DialogAdapter,IT-0019,종료인사,1.0
2488,예 고정 전시,DialogAdapter,IT-0075,예고 정전 시,1.0
2489,반가워,DialogAdapter,IT-0018,환영인사,1.0
2490,반가워요,DialogAdapter,IT-0018,환영인사,1.0
2491,해당 앱 화면으로 이동합니다,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2492,방가방가,DialogAdapter,IT-0018,환영인사,1.0
2493,반가워,DialogAdapter,IT-0018,환영인사,1.0
2494,안신봇 너는 어떤일을해?,DialogAdapter,IT-0179,도움말 요청,0.816496580927726
2495,안전신고도우미 너는 어떤일을 할수 있어?,DialogAdapter,IT-0179,도움말 요청,0.97
2496,기타 불법 주정차는 어떻게 해,DialogAdapter,IT1607321117030001,기타 불법주정차 신고 안내,0.8660254037844388
2497,폭염에 대해서 말해줘,DOUB API,IT-0038,폭염 국민안전행동요령,1.0
2498,폭염으로 쓰러졌어,DOUB API,IT-0038,폭염 국민안전행동요령,1.0
2499,너 뭐 해,DialogAdapter,IT-0179,도움말 요청,1.0
2500,폭염 정보 알고 싶어요,DialogAdapter,IT-0038,폭염 국민안전행동요령,1.0
2501,재난합상황분석 보고서가 뭐야?,DialogAdapter,IT-0164,재난종합상황분석,0.96
2502,내 주변 안전한 물놀이 시설 알려줘,DOUB API,IT-0104,물놀이 안전 국민안전행동요령,1.0
2503,오늘 코로나19 몇명,DialogAdapter,IT-0224,코로나 발생동향,0.9999999999999998
2504,도로위 쓰레기 신고,DialogAdapter,IT1607320222804001,쓰레기·폐기물·유독물 신고 안내,0.7071067811865475
2505,가까운병원,DialogAdapter,IT1604366509372001,코로나19 선별진료소 문의,1.0
2506,어떤 안전?,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2507,너는 어떤일을 해?,DialogAdapter,IT-0179,도움말 요청,1.0
2508,가뭄에는 내가 뭘해야하는지에 대해 알려줄래?,DOUB API,IT-0039,가뭄 국민안전행동요령,1.0
2509,안심 봇 언제 태어났어,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2510,안 심봇 너는 어떤 일을 해,DialogAdapter,IT-0179,도움말 요청,0.816496580927726
2511,안전 신고 도우미 너는 어떤 일을 할 수 있어,DialogAdapter,IT-0179,도움말 요청,0.97
2512,오늘 날씨를 알려줘,DailyDialogAdapter,IT1618298298301001,날씨,1.0000000000000002
2513,증 상자,DialogAdapter,IT1615447411189001,코로나 유증상자 유의사항,1.0
2514,안전 신문 고모야,DialogAdapter,IT-0023,안전신문고 소개,1.0
2515,궁금한 거 있어,DOUB API,IT1610012191677001,자주하는질문,1.0
2516,안전 신문 꺼,DialogAdapter,IT-0019,종료인사,1.0
2517,예 고정 전시,DialogAdapter,IT-0075,예고 정전 시,1.0
2518,해당 앱 화면으로 이동합니다,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
2519,반가워,DialogAdapter,IT-0018,환영인사,1.0
2520,안신봇 너는 어떤일을해?,DialogAdapter,IT-0179,도움말 요청,0.816496580927726
2521,안전신고도우미 너는 어떤일을 할수 있어?,DialogAdapter,IT-0179,도움말 요청,0.97
2522,폭염에 대해서 말해줘,DOUB API,IT-0038,폭염 국민안전행동요령,1.0
2523,폭염으로 쓰러졌어,DOUB API,IT-0038,폭염 국민안전행동요령,1.0
2524,폭염 정보 알고 싶어요,DialogAdapter,IT-0038,폭염 국민안전행동요령,1.0
2525,내 주변 안전한 물놀이 시설 알려줘,DOUB API,IT-0104,물놀이 안전 국민안전행동요령,1.0
2526,가뭄에는 내가 뭘해야하는지에 대해 알려줄래?,DOUB API,IT-0039,가뭄 국민안전행동요령,1.0
2527,가뭄에는 내가 뭘해야하는지에 대해 알려줄래?,DOUB API,IT-0039,가뭄 국민안전행동요령,1.0
2528,번개가 뭐 저렇게 크게 치냐,DOUB API,IT-0037,낙뢰 국민안전행동요령,1.0
2529,오늘날씨가 어때요,DailyDialogAdapter,IT1618298298301001,날씨,0.8728715609439696
2530,폭염정보 알고싶어요,DialogAdapter,IT-0038,폭염 국민안전행동요령,1.0
2531,재난대비 응급약품·비상식량 안내,DialogAdapter,IT-0140,재난 대비 식품 의약품,0.97
2532,너 누구야 안심본,DailyDialogAdapter,IT1603676784264001,이름,0.7745966692414834
2533,그만,DialogAdapter,IT-0019,종료인사,1.0
2534,불법주정차,DialogAdapter,IT1607320483954001,불법주정차 신고 유형 안내,0.9999999999999998
2535,불법주정차 신고 촬영 방법 안내,DialogAdapter,IT-0193,불법주정차 신고 촬영 방법 안내,0.8333333333333336
2536,재난,DialogAdapter,IT-0035,자연재난 국민안전행동요령,1.0
2537,신고 안내,DialogAdapter,IT-0020,신고 안내,1.0
